gene_id	groups	description
PBANKA_1405800	3	ATP-dependent RNA helicase DBP6, putative
PBANKA_1407100	3	conserved Plasmodium protein, unknown function
PBANKA_1407400	3	mRNA-decapping enzyme 2, putative
PBANKA_1408200	3	vacuolar protein sorting-associated protein 18, putative
PBANKA_1409000	3	ER membrane protein complex subunit 7, putative
PBANKA_1409700	3	alternative splicing regulator, putative
PBANKA_1410100	3	conserved Plasmodium protein, unknown function
PBANKA_1410600	3	GYF domain-containing protein, putative
PBANKA_1411600	3	methionyl-tRNA formyltransferase, putative
PBANKA_1412000	3	Clu domain-containing protein, putative
PBANKA_1412200	3	conserved Plasmodium protein, unknown function
PBANKA_1412500	3	conserved Plasmodium protein, unknown function
PBANKA_1412800	3	MACRO domain-containing protein, putative
PBANKA_1413500	3	conserved Plasmodium protein, unknown function
PBANKA_1414400	3	exportin-T, putative
PBANKA_1414500	3	protein kinase, putative
PBANKA_1414900	3	SAS6-like protein
PBANKA_1415200	3	conserved protein, unknown function
PBANKA_1415700	3	AP2 domain transcription factor AP2-FG
PBANKA_1416200	3	conserved Plasmodium protein, unknown function
PBANKA_1418200	3	protein phosphatase PP2A regulatory subunit A, putative
PBANKA_1418700	3	microsomal signal peptidase, putative
PBANKA_1419300	3	conserved Plasmodium protein, unknown function
PBANKA_1419400	3	protein kinase domain-containing protein, putative
PBANKA_1419600	3	conserved Plasmodium protein, unknown function
PBANKA_1420800	3	conserved Plasmodium protein, unknown function
PBANKA_1421700	3	secreted ookinete protein, putative
PBANKA_1422500	3	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_1423700	3	GDP-mannose 4,6-dehydratase, putative
PBANKA_1425400	3	proteasome activator complex subunit 4, putative
PBANKA_1425500	3	conserved protein, unknown function
PBANKA_1425700	3	conserved Plasmodium protein, unknown function
PBANKA_1426700	3	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative
PBANKA_1426800	3	conserved Plasmodium protein, unknown function
PBANKA_1427100	3	aquaporin, putative
PBANKA_1427300	3	ABC1 family, putative
PBANKA_1428100	3	asparagine-rich antigen, putative
PBANKA_1432900	3	GTP-binding protein EngA, putative
PBANKA_1433800	3	symplekin domain-containing protein, putative
PBANKA_1434700	3	clathrin heavy chain, putative
PBANKA_1435400	3	conserved Plasmodium protein, unknown function
PBANKA_1435500	3	conserved Plasmodium protein, unknown function
PBANKA_1435800	3	conserved Plasmodium protein, unknown function
PBANKA_1436200	3	histone-lysine N-methyltransferase, H3 lysine-4 specific, putative
PBANKA_1436300	3	conserved Plasmodium protein, unknown function
PBANKA_1436400	3	conserved Plasmodium protein, unknown function
PBANKA_1436900	3	FbpA domain protein, putative
PBANKA_1437200	3	conserved Plasmodium protein, unknown function
PBANKA_1437700	3	conserved Plasmodium protein, unknown function
PBANKA_1438100	3	nucleus export protein BRR6, putative
PBANKA_1438200	3	DNA gyrase subunit A, putative
PBANKA_1438400	3	conserved Plasmodium protein, unknown function
PBANKA_1438800	3	50S ribosomal protein L24, putative
PBANKA_1439100	3	BRO1 domain-containing protein, putative
PBANKA_1439300	3	WD repeat-containing protein, putative
PBANKA_1439500	3	cytochrome c heme lyase
PBANKA_1440900	3	conserved protein, unknown function
PBANKA_1441000	3	haloacid dehalogenase-like hydrolase, putative
PBANKA_1441300	3	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_1441800	3	conserved Plasmodium protein, unknown function
PBANKA_1442700	3	conserved protein, unknown function
PBANKA_1443200	3	RNA pseudouridylate synthase, putative
PBANKA_1444000	3	macrophage migration inhibitory factor
PBANKA_1444400	3	conserved Plasmodium protein, unknown function
PBANKA_1445700	3	conserved Plasmodium protein, unknown function
PBANKA_1446100	3	amino acid transporter, putative
PBANKA_1446200	3	mitosis protein dim1, putative
PBANKA_1446500	3	asparagine-rich protein, putative
PBANKA_1447500	3	conserved Plasmodium protein, unknown function
PBANKA_1448000	3	pentatricopeptide repeat domain-containing protein 2, putative
PBANKA_1449300	3	upregulated in late gametocytes ULG8, putative
PBANKA_1450000	3	tetQ family GTPase, putative
PBANKA_1451000	3	conserved Plasmodium protein, unknown function
PBANKA_1451400	3	protein-S-isoprenylcysteine O-methyltransferase, putative
PBANKA_1453100	3	sphingomyelin phosphodiesterase, putative
PBANKA_1453300	3	acyl-CoA synthetase, putative
PBANKA_1453900	3	conserved protein, unknown function
PBANKA_1454200	3	conserved Plasmodium protein, unknown function
PBANKA_1454800	3	RNA-binding protein, putative
PBANKA_1455000	3	mitochondrial carrier protein, putative
PBANKA_1455500	3	conserved Plasmodium protein, unknown function
PBANKA_1455600	3	queuine tRNA-ribosyltransferase, putative
PBANKA_1458600	3	50S ribosomal protein L3, mitochondrial, putative
PBANKA_1458900	3	epsin-like protein, putative
PBANKA_1460600	3	uroporphyrinogen-III synthase, putative
PBANKA_1460900	3	tRNA-splicing endonuclease, putative
PBANKA_1462000	3	conserved protein, unknown function
PBANKA_1463000	3	osmiophilic body protein G377
PBANKA_1465200	3	PIR protein
PBANKA_1465700	3	fam-a protein
PBANKA_MIT01100	3	cytochrome c oxidase subunit 3
PBANKA_0100500	4	PIR protein
PBANKA_0100600	4	schizont membrane associated cytoadherence protein
PBANKA_0100700	4	Plasmodium exported protein, unknown function
PBANKA_0100800	4	zinc finger protein, putative
PBANKA_0101500	4	conserved Plasmodium protein, unknown function
PBANKA_0102400	4	AT-rich interactive domain-containing protein, putative
PBANKA_0102500	4	phenylalanine--tRNA ligase, putative
PBANKA_0102700	4	conserved Plasmodium protein, unknown function
PBANKA_0104300	4	cyclin dependent kinase binding protein, putative
PBANKA_0104400	4	nucleoside diphosphate kinase, putative
PBANKA_0106200	4	spindle assembly abnormal protein 6
PBANKA_0106300	4	conserved Plasmodium protein, unknown function
PBANKA_0109900	4	basal complex transmembrane protein 1, putative
PBANKA_0112100	4	AP2 domain transcription factor, putative
PBANKA_0112500	4	major facilitator superfamily-related transporter, putative
PBANKA_0203600	4	conserved Plasmodium protein, unknown function
PBANKA_0205300	4	conserved protein, unknown function
PBANKA_0211900	4	cation transporting ATPase, putative
PBANKA_0214000	4	dynein heavy chain, putative
PBANKA_0214300	4	AP-4 complex subunit beta, putative
PBANKA_0300300	4	PIR protein
PBANKA_0300500	4	PIR protein, pseudogene
PBANKA_0301100	4	conserved Plasmodium protein, unknown function
PBANKA_0302800	4	conserved Plasmodium protein, unknown function
PBANKA_0304800	4	serine repeat antigen 4
PBANKA_0402700	4	inner membrane complex protein 1e
PBANKA_0406000	4	conserved Plasmodium protein, unknown function
PBANKA_0406400	4	zinc finger protein, putative
PBANKA_0407100	4	splicing factor 3B subunit 1, putative
PBANKA_0408400	4	phosphoglycerate mutase, putative
PBANKA_0409400	4	kinase-related protein PKRP
PBANKA_0411100	4	conserved Plasmodium protein, unknown function
PBANKA_0411200	4	Ras-like G protein, putative
PBANKA_0412500	4	conserved Plasmodium protein, unknown function
PBANKA_0416600	4	replication protein A1, small fragment
PBANKA_0416800	4	ubiquitin specific protease, putative
PBANKA_0417200	4	PH domain-containing protein
PBANKA_0417300	4	AP-4 complex subunit epsilon, putative
PBANKA_0417600	4	LCCL domain-containing protein
PBANKA_0417800	4	conserved protein, unknown function
PBANKA_0501100	4	early transcribed membrane protein
PBANKA_0501300	4	DNA polymerase delta catalytic subunit, putative
PBANKA_0502500	4	serine/threonine protein phosphatase 8
PBANKA_0503300	4	conserved Plasmodium protein, unknown function
PBANKA_0503500	4	zinc finger protein, putative
PBANKA_0506600	4	serine/arginine-rich splicing factor 4, putative
PBANKA_0506700	4	citrate synthase, mitochondrial, putative
PBANKA_0507300	4	dynein heavy chain, putative
PBANKA_0509900	4	conserved protein, unknown function
PBANKA_0515200	4	MORN repeat-containing protein 1, putative
PBANKA_0516100	4	conserved protein, unknown function
PBANKA_0516600	4	leucine-rich repeat protein, putative
PBANKA_0516700	4	RNA polymerase II-associated protein 1, putative
PBANKA_0517100	4	conserved protein, unknown function
PBANKA_0517200	4	haloacid dehalogenase-like hydrolase, putative
PBANKA_0517600	4	plasmepsin VII
PBANKA_0518500	4	ADP-ribosylation factor, putative
PBANKA_0518900	4	conserved Plasmodium membrane protein, unknown function
PBANKA_0520000	4	pyruvate kinase 2, putative
PBANKA_0520400	4	dynamin-like protein, putative
PBANKA_0520500	4	TFIIH basal transcription factor complex helicase XPB subunit, putative
PBANKA_0520700	4	conserved Plasmodium protein, unknown function
PBANKA_0521200	4	conserved Plasmodium protein, unknown function
PBANKA_0523900	4	glideosome associated protein with multiple membrane spans 2, putative
PBANKA_0600051	4	PIR protein
PBANKA_0600400	4	fam-a protein
PBANKA_0600600	4	NIMA related kinase 3, putative
PBANKA_0602000	4	origin recognition complex subunit 1, putative
PBANKA_0605400	4	conserved Plasmodium protein, unknown function
PBANKA_0605500	4	conserved Plasmodium protein, unknown function
PBANKA_0606200	4	41-3 protein, putative
PBANKA_0606700	4	cysteine repeat modular protein 3
PBANKA_0607000	4	conserved Plasmodium protein, unknown function
PBANKA_0611600	4	ribonucleoside-diphosphate reductase large subunit, putative
PBANKA_0613700	4	RNA-binding protein, putative
PBANKA_0614800	4	conserved Plasmodium protein, unknown function
PBANKA_0615300	4	conserved Plasmodium protein, unknown function
PBANKA_0620300	4	conserved protein, unknown function
PBANKA_0621300	4	conserved Plasmodium protein, unknown function
PBANKA_0622400	4	kinesin-20, putative
PBANKA_0623600	4	PIR protein
PBANKA_0700300	4	PIR protein
PBANKA_0700900	4	reticulocyte binding protein, putative
PBANKA_0703100	4	conserved Plasmodium protein, unknown function
PBANKA_0704100	4	ubiquitin conjugation factor E4 B, putative
PBANKA_0704600	4	conserved Plasmodium protein, unknown function
PBANKA_0704700	4	conserved Plasmodium protein, unknown function
PBANKA_0704800	4	conserved protein, unknown function
PBANKA_0704900	4	crystalloid-specific PH domain-containing protein, putative
PBANKA_0706200	4	nucleoside transporter 2, putative
PBANKA_0708100	4	dynein light chain 1
PBANKA_0713500	4	conserved Plasmodium protein, unknown function
PBANKA_0714200	4	chaperone protein ClpB1, putative
PBANKA_0716000	4	structural maintenance of chromosomes protein 3, putative
PBANKA_0717200	4	conserved Plasmodium protein, unknown function
PBANKA_0722941	4	fam-b protein
PBANKA_0801800	4	basal complex transmembrane protein 2, putative
PBANKA_0802200	4	serine/threonine protein kinase, putative
PBANKA_0803000	4	origin recognition complex subunit 2, putative
PBANKA_0804200	4	conserved Plasmodium protein, unknown function
PBANKA_0804300	4	DNA mismatch repair protein MSH2
PBANKA_0804400	4	conserved Plasmodium protein, unknown function
PBANKA_0804500	4	rhoptry-associated membrane antigen, putative
PBANKA_0805900	4	kinesin-8X
PBANKA_0806300	4	P-type ATPase, putative
PBANKA_0806400	4	conserved protein, unknown function
PBANKA_0806900	4	conserved Plasmodium protein, unknown function
PBANKA_0807000	4	DNA-directed RNA polymerase II subunit RPB1, putative
PBANKA_0807500	4	conserved Plasmodium protein, unknown function
PBANKA_0811200	4	SET domain protein, putative
PBANKA_0811800	4	actin-like protein, putative
PBANKA_0812500	4	conserved Plasmodium protein, unknown function
PBANKA_0815100	4	conserved Plasmodium protein, unknown function
PBANKA_0817000	4	major facilitator superfamily domain-containing protein, putative
PBANKA_0818000	4	merozoite organizing protein, putative
PBANKA_0818500	4	conserved protein, unknown function
PBANKA_0819400	4	conserved Plasmodium protein, unknown function
PBANKA_0820800	4	regulator of chromosome condensation-PP1-interacting protein
PBANKA_0824400	4	cyclin-dependent kinases regulatory subunit, putative
PBANKA_0827400	4	conserved Plasmodium protein, unknown function
PBANKA_0830200	4	high molecular weight rhoptry protein 2
PBANKA_0830300	4	CH domain-containing protein, putative
PBANKA_0830700	4	procollagen lysine 5-dioxygenase, putative
PBANKA_0831600	4	conserved Plasmodium protein, unknown function
PBANKA_0836300	4	cytoadherence linked asexual protein 9
PBANKA_0901000	4	fam-a protein
PBANKA_0903800	4	serine/threonine protein kinase, putative
PBANKA_0907900	4	conserved Plasmodium protein, unknown function
PBANKA_0908500	4	myosin K
PBANKA_0910000	4	protein KIC5, putative
PBANKA_0910300	4	guanylyl cyclase alpha, putative
PBANKA_0910700	4	conserved Plasmodium protein, unknown function
PBANKA_0910800	4	conserved Plasmodium protein, unknown function
PBANKA_0911500	4	apical exonemal protein, putative
PBANKA_0912500	4	conserved Plasmodium protein, unknown function
PBANKA_0912600	4	conserved Plasmodium protein, unknown function
PBANKA_0913000	4	condensin-2 complex subunit D3, putative
PBANKA_0913300	4	regulator of chromosome condensation, putative
PBANKA_0913600	4	conserved Plasmodium protein, unknown function
PBANKA_0914600	4	RNA (uracil-5-)methyltransferase, putative
PBANKA_0918200	4	phosphoacetylglucosamine mutase, putative
PBANKA_0923300	4	conserved protein, unknown function
PBANKA_0924200	4	BEACH domain-containing protein, putative
PBANKA_0925100	4	leucine-rich repeat protein
PBANKA_0925700	4	conserved Plasmodium protein, unknown function
PBANKA_0925800	4	protein KIC10, putative
PBANKA_0926400	4	serine/threonine protein kinase, putative
PBANKA_0927600	4	conserved Plasmodium protein, unknown function
PBANKA_0931200	4	heat shock protein 101
PBANKA_0932000	4	rhoptry neck protein 4
PBANKA_0932100	4	palmitoyltransferase DHHC9
PBANKA_0932500	4	histone-lysine N-methyltransferase SET7, putative
PBANKA_0932800	4	filamin domain-containing protein, putative
PBANKA_0932900	4	glycerol-3-phosphate dehydrogenase, putative
PBANKA_0933400	4	GTPase-activating protein, putative
PBANKA_0933700	4	mitogen-activated protein kinase 2
PBANKA_0934100	4	GTP-binding protein, putative
PBANKA_0936000	4	endonuclease/exonuclease/phosphatase family protein, putative
PBANKA_0937100	4	vacuolar protein sorting-associated protein 35, putative
PBANKA_0938000	4	conserved Plasmodium protein, unknown function
PBANKA_0939800	4	nucleic acid binding protein, putative
PBANKA_0940300	4	DEAD/DEAH box helicase, putative
PBANKA_0941300	4	translocon component PTEX88
PBANKA_0943400	4	CPW-WPC family protein
PBANKA_0944000	4	PIR protein
PBANKA_1001200	4	conserved Plasmodium protein, unknown function
PBANKA_1001300	4	conserved Plasmodium protein, unknown function
PBANKA_1001400	4	pre-mRNA-splicing factor CLF1, putative
PBANKA_1002500	4	sporozoite-specific protein S10
PBANKA_1002800	4	protein transport protein Sec24B, putative
PBANKA_1003400	4	lysine decarboxylase, putative
PBANKA_1004300	4	conserved Plasmodium protein, unknown function
PBANKA_1004500	4	conserved Plasmodium protein, unknown function
PBANKA_1005300	4	conserved Plasmodium protein, unknown function
PBANKA_1005800	4	conserved Plasmodium protein, unknown function
PBANKA_1006600	4	conserved Plasmodium protein, unknown function
PBANKA_1007100	4	NAD(P)-binding protein, putative
PBANKA_1007600	4	erythrocyte vesicle protein 1, putative
PBANKA_1007700	4	protein phosphatase PPM1
PBANKA_1008300	4	GTP-binding protein, putative
PBANKA_1008500	4	translocon component PTEX150
PBANKA_1008600	4	conserved Plasmodium protein, unknown function
PBANKA_1008700	4	conserved Plasmodium protein, unknown function
PBANKA_1009200	4	conserved Plasmodium protein, unknown function
PBANKA_1009600	4	conserved protein, unknown function
PBANKA_1011400	4	DNA topoisomerase 2, putative
PBANKA_1011700	4	conserved Plasmodium protein, unknown function
PBANKA_1016700	4	leucine-rich repeat protein
PBANKA_1017300	4	conserved Plasmodium protein, unknown function
PBANKA_1018300	4	dynein intermediate chain, putative
PBANKA_1020300	4	ankyrin-repeat protein, putative
PBANKA_1024200	4	conserved Plasmodium protein, unknown function
PBANKA_1024900	4	DNA replication licensing factor MCM2, putative
PBANKA_1025900	4	lysine--tRNA ligase, putative
PBANKA_1026000	4	conserved protein, unknown function
PBANKA_1026600	4	protein SEY1, putative
PBANKA_1028200	4	atypical protein kinase, ABC-1 family, putative
PBANKA_1030500	4	mini-chromosome maintenance complex-binding protein, putative
PBANKA_1031000	4	conserved Plasmodium protein, unknown function
PBANKA_1031100	4	plastid replication-repair enzyme, putative
PBANKA_1031300	4	rhomboid protease ROM8
PBANKA_1032200	4	WD repeat-containing protein, putative
PBANKA_1032300	4	CTP synthase, putative
PBANKA_1033600	4	tRNA-dihydrouridine synthase, putative
PBANKA_1034100	4	FANCJ-like helicase, putative
PBANKA_1037900	4	conserved Plasmodium protein, unknown function
PBANKA_1038200	4	nuclear formin-like protein MISFIT
PBANKA_1039000	4	radial spoke protein 3, putative
PBANKA_1039200	4	conserved Plasmodium protein, unknown function
PBANKA_1039300	4	U2 snRNP-associated SURP motif-containing protein, putative
PBANKA_1039600	4	26S proteasome regulatory subunit RPN6, putative
PBANKA_1100781	4	PIR protein
PBANKA_1101200	4	Plasmodium exported protein, unknown function
PBANKA_1101300	4	skeleton-binding protein 1
PBANKA_1101500	4	anaphase-promoting complex subunit 3
PBANKA_1101600	4	chromatin assembly factor 1 subunit A, putative
PBANKA_1102100	4	conserved Plasmodium protein, unknown function
PBANKA_1102300	4	conserved Plasmodium protein, unknown function
PBANKA_1103500	4	conserved Plasmodium protein, unknown function
PBANKA_1105100	4	DNA mismatch repair protein MSH6, putative
PBANKA_1106000	4	conserved Plasmodium protein, unknown function
PBANKA_1106100	4	conserved Plasmodium protein, unknown function
PBANKA_1107300	4	nuclear protein localization protein 4, putative
PBANKA_1108000	4	conserved protein, unknown function
PBANKA_1108500	4	conserved Plasmodium protein, unknown function
PBANKA_1109300	4	conserved Plasmodium protein, unknown function
PBANKA_1109400	4	phosphatidylinositol 4-kinase, putative
PBANKA_1109600	4	conserved Plasmodium protein, unknown function
PBANKA_1110100	4	topoisomerase I, putative
PBANKA_1110200	4	conserved Plasmodium protein, unknown function
PBANKA_1114900	4	phosphatidylinositol 3-kinase, putative
PBANKA_1115200	4	gamete egress protein GEP
PBANKA_1120100	4	conserved Plasmodium protein, unknown function
PBANKA_1120400	4	inner membrane complex protein 1j, putative
PBANKA_1121800	4	AP2 domain transcription factor AP2-SP3
PBANKA_1125300	4	conserved Plasmodium protein, unknown function
PBANKA_1125900	4	ankyrin-repeat protein, putative
PBANKA_1126800	4	HECT-domain (ubiquitin-transferase), putative
PBANKA_1126900	4	eukaryotic translation initiation factor 2-alpha kinase
PBANKA_1127500	4	glutamyl-tRNA(Gln) amidotransferase subunit B, putative
PBANKA_1127800	4	DnaJ protein, putative
PBANKA_1127900	4	RAP protein, putative
PBANKA_1129100	4	DNA polymerase epsilon catalytic subunit A, putative
PBANKA_1132000	4	NLI interacting factor-like phosphatase
PBANKA_1132300	4	conserved Plasmodium protein, unknown function
PBANKA_1132400	4	conserved Plasmodium protein, unknown function
PBANKA_1132700	4	phosphatase 2A regulatory subunit-related protein, putative
PBANKA_1132900	4	regulator of chromosome condensation, putative
PBANKA_1133100	4	serine/threonine protein kinase ARK3, putative
PBANKA_1136100	4	conserved Plasmodium protein, unknown function
PBANKA_1136500	4	conserved Plasmodium protein, unknown function
PBANKA_1136700	4	guanylyl cyclase beta
PBANKA_1136900	4	E3 SUMO-protein ligase PIAS, putative
PBANKA_1138400	4	calpain, putative
PBANKA_1138700	4	conserved Plasmodium protein, unknown function
PBANKA_1139100	4	conserved Plasmodium protein, unknown function
PBANKA_1139700	4	protein AMR1, putative
PBANKA_1139800	4	nuclear fusion protein
PBANKA_1140000	4	conserved protein, unknown function
PBANKA_1144700	4	DNA repair endonuclease XPF, putative
PBANKA_1144900	4	glycosylphosphatidylinositol anchor attachment 1 protein, putative
PBANKA_1145000	4	conserved Plasmodium protein, unknown function
PBANKA_1145100	4	conserved Plasmodium protein, unknown function
PBANKA_1145200	4	conserved Plasmodium protein, unknown function
PBANKA_1145600	4	conserved Plasmodium protein, unknown function
PBANKA_1146000	4	tryptophan-rich protein
PBANKA_1201200	4	DnaJ protein, putative
PBANKA_1202200	4	U5 small nuclear ribonucleoprotein component, putative
PBANKA_1202700	4	RNA-binding protein, putative
PBANKA_1203700	4	regulator of nonsense transcripts 1, putative
PBANKA_1206000	4	conserved Plasmodium protein, unknown function
PBANKA_1206200	4	histone deacetylase 2, putative
PBANKA_1206600	4	26S protease regulatory subunit 4, putative
PBANKA_1207500	4	ribonuclease, putative
PBANKA_1207900	4	protein phosphatase PPM10, putative
PBANKA_1208000	4	tubulin--tyrosine ligase, putative
PBANKA_1208200	4	kinesin-4, putative
PBANKA_1210400	4	RING zinc finger protein, putative
PBANKA_1211200	4	conserved Plasmodium protein, unknown function
PBANKA_1211600	4	conserved Plasmodium protein, unknown function
PBANKA_1211900	4	phosphoinositide-specific phospholipase C
PBANKA_1212200	4	conserved Plasmodium protein, unknown function
PBANKA_1212600	4	male gamete fusion factor HAP2
PBANKA_1212700	4	SPRY domain-containing protein, putative
PBANKA_1213200	4	conserved Plasmodium protein, unknown function
PBANKA_1213300	4	protein KIC8, putative
PBANKA_1216200	4	diacylglycerol O-acyltransferase, putative
PBANKA_1217000	4	peptidase, putative
PBANKA_1218200	4	T-complex protein 1 subunit epsilon, putative
PBANKA_1218300	4	CPW-WPC family protein
PBANKA_1219900	4	Cg7 protein, putative
PBANKA_1225000	4	serine/threonine protein kinase, FIKK family
PBANKA_1225500	4	conserved protein, unknown function
PBANKA_1230100	4	ribonuclease, putative
PBANKA_1232500	4	eukaryotic translation initiation factor 3 subunit B, putative
PBANKA_1233400	4	WD repeat-containing protein 26, putative
PBANKA_1237100	4	conserved Plasmodium protein, unknown function
PBANKA_1237800	4	multidrug resistance protein 1, putative
PBANKA_1238500	4	conserved Plasmodium protein, unknown function
PBANKA_1239100	4	conserved Plasmodium protein, unknown function
PBANKA_1240700	4	NIMA related kinase 2
PBANKA_1241200	4	conserved Plasmodium protein, unknown function
PBANKA_1242000	4	ubiquitin carboxyl-terminal hydrolase 14, putative
PBANKA_1243900	4	conserved Plasmodium protein, unknown function
PBANKA_1244100	4	heptatricopeptide repeat-containing protein, putative
PBANKA_1244200	4	conserved Plasmodium protein, unknown function
PBANKA_1244700	4	conserved Plasmodium protein, unknown function
PBANKA_1245900	4	Plasmodium exported protein, unknown function
PBANKA_1300091	4	PIR protein
PBANKA_1300200	4	PIR protein
PBANKA_1300500	4	tubulin epsilon chain, putative
PBANKA_1300700	4	LCCL domain-containing protein
PBANKA_1300800	4	cysteine repeat modular protein 4
PBANKA_1301500	4	protein kinase, putative
PBANKA_1301800	4	conserved Plasmodium protein, unknown function
PBANKA_1301900	4	DNA repair metallo-beta-lactamase protein, putative
PBANKA_1302000	4	conserved Plasmodium protein, unknown function
PBANKA_1302300	4	metacaspase-2, putative
PBANKA_1302600	4	DNA primase small subunit, putative
PBANKA_1303400	4	oocyst rupture protein 2
PBANKA_1303900	4	conserved Plasmodium protein, unknown function
PBANKA_1304100	4	porphobilinogen synthase, putative
PBANKA_1304300	4	zinc finger protein, putative
PBANKA_1304500	4	protein SOC3
PBANKA_1305200	4	serine/threonine protein kinase, putative
PBANKA_1305300	4	FACT complex subunit SSRP1, putative
PBANKA_1307000	4	conserved Plasmodium protein, unknown function
PBANKA_1307100	4	heptatricopeptide repeat-containing protein, putative
PBANKA_1307300	4	WD repeat-containing protein, putative
PBANKA_1308000	4	conserved Plasmodium protein, unknown function
PBANKA_1311600	4	calponin homology domain-containing protein, putative
PBANKA_1313200	4	AP2 domain transcription factor AP2-O5, putative
PBANKA_1314600	4	acetyl-CoA acetyltransferase, putative
PBANKA_1314900	4	conserved Plasmodium protein, unknown function
PBANKA_1315000	4	E3 SUMO-protein ligase NSE2, putative
PBANKA_1315300	4	LCCL domain-containing protein
PBANKA_1315700	4	rhoptry neck protein 2
PBANKA_1316500	4	conserved Plasmodium protein, unknown function
PBANKA_1316800	4	dynactin subunit 4, putative
PBANKA_1317200	4	NAD(P) transhydrogenase
PBANKA_1319000	4	conserved protein, unknown function
PBANKA_1319500	4	LCCL domain-containing protein
PBANKA_1319700	4	AP2 domain transcription factor, putative
PBANKA_1320100	4	conserved Plasmodium protein, unknown function
PBANKA_1320200	4	STAG domain-containing protein, putative
PBANKA_1320800	4	conserved Plasmodium protein, unknown function
PBANKA_1321500	4	conserved Plasmodium protein, unknown function
PBANKA_1322000	4	alpha/beta hydrolase, putative
PBANKA_1322200	4	spindle assembly abnormal protein 4, putative
PBANKA_1322400	4	exonuclease V, mitochondrial, putative
PBANKA_1326200	4	conserved Plasmodium protein, unknown function
PBANKA_1326900	4	DNA polymerase alpha subunit B, putative
PBANKA_1327700	4	conserved Plasmodium protein, unknown function
PBANKA_1328000	4	serine/threonine protein phosphatase UIS2
PBANKA_1328300	4	ATP-dependent zinc metalloprotease FTSH, putative
PBANKA_1328500	4	conserved oligomeric Golgi complex subunit 6, putative
PBANKA_1328900	4	potassium channel K2
PBANKA_1329000	4	conserved Plasmodium protein, unknown function
PBANKA_1329200	4	dynein beta chain, putative
PBANKA_1329600	4	conserved Plasmodium protein, unknown function
PBANKA_1330900	4	conserved Plasmodium protein, unknown function
PBANKA_1331300	4	conserved Plasmodium protein, unknown function
PBANKA_1331400	4	MORC family protein, putative
PBANKA_1331700	4	zinc finger protein, putative
PBANKA_1332600	4	conserved Plasmodium protein, unknown function
PBANKA_1333000	4	conserved Plasmodium protein, unknown function
PBANKA_1333300	4	conserved Plasmodium protein, unknown function
PBANKA_1333700	4	cGMP-specific 3',5'-cyclic phosphodiesterase delta
PBANKA_1334000	4	conserved Plasmodium protein, unknown function
PBANKA_1334800	4	conserved Plasmodium protein, unknown function
PBANKA_1334900	4	conserved Plasmodium protein, unknown function
PBANKA_1335000	4	conserved Plasmodium protein, unknown function
PBANKA_1335900	4	DNA-directed RNA polymerase, alpha subunit, putative
PBANKA_1342400	4	ribonuclease P protein subunit RPR2, putative
PBANKA_1343200	4	conserved Plasmodium protein, unknown function
PBANKA_1344500	4	conserved protein, unknown function
PBANKA_1353900	4	conserved Plasmodium protein, unknown function
PBANKA_1355200	4	aconitate hydratase, putative
PBANKA_1355900	4	phosphoenolpyruvate carboxykinase, putative
PBANKA_1356300	4	CDT1-like protein, putative
PBANKA_1356400	4	DNA repair protein RAD5, putative
PBANKA_1356600	4	UDP-N-acetylglucosamine pyrophosphorylase, putative
PBANKA_1356700	4	kelch protein K13, putative
PBANKA_1357100	4	TLD domain-containing protein, putative, pseudogene
PBANKA_1357300	4	zinc finger protein, putative
PBANKA_1357500	4	lipoyl synthase
PBANKA_1357800	4	conserved Plasmodium protein, unknown function
PBANKA_1357900	4	conserved Plasmodium protein, unknown function
PBANKA_1358300	4	conserved Plasmodium protein, unknown function
PBANKA_1358700	4	conserved Plasmodium protein, unknown function
PBANKA_1358900	4	dynactin subunit 2, putative
PBANKA_1359900	4	WD repeat-containing protein 92, putative
PBANKA_1360800	4	conserved Plasmodium protein, unknown function
PBANKA_1361200	4	conserved Plasmodium protein, unknown function
PBANKA_1361600	4	E1-E2 ATPase, putative
PBANKA_1365400	4	vacuolar fusion protein MON1, putative
PBANKA_1365550	4	PIR protein, pseudogene
PBANKA_1400061	4	PIR protein
PBANKA_1401000	4	AAA domain-containing protein, putative
PBANKA_1402500	4	condensin complex subunit 2, putative
PBANKA_1402600	4	DNA ligase I, putative
PBANKA_1402900	4	PUB domain-containing protein, putative
PBANKA_1403300	4	NLI interacting factor-like phosphatase
PBANKA_1404300	4	conserved Plasmodium protein, unknown function
PBANKA_1405000	4	MORN repeat protein, putative
PBANKA_1406400	4	tripartite motif protein, putative
PBANKA_1407200	4	conserved Plasmodium protein, unknown function
PBANKA_1407900	4	HORMA domain protein, putative
PBANKA_1408400	4	conserved Plasmodium protein, unknown function
PBANKA_1408600	4	conserved Plasmodium protein, unknown function
PBANKA_1408900	4	conserved Plasmodium protein, unknown function
PBANKA_1410900	4	translation initiation factor IF-2, putative
PBANKA_1411200	4	conserved Plasmodium protein, unknown function
PBANKA_1413600	4	serine/threonine protein kinase PK9, putative
PBANKA_1414600	4	inositol polyphosphate kinase, putative
PBANKA_1415100	4	choline-phosphate cytidylyltransferase
PBANKA_1415400	4	conserved protein, unknown function
